,text,people,process,product,system
1032,yeah we have received a communication from this mail id also i m but in the subject line of your mail just,0,1,0,0
1033,yeah what's the email I D from where you send them? insurance. insurance madam I N S U R A N C E insurance I N S,0,1,0,0
1034,yeah yeah sure sure sure once again send me the just so that i will do the payment yeah yeah sure sir,0,1,0,0
1035,yeh kon sa tarikh ko expire ho raha hai nineteenth yes yes sir nineteen july two thousand nine nineteen june two thousand nine,0,0,1,0
1036,yes I d I would request you to the do not start the repair work before the surveyor comes  and do OK the OK.,1,0,0,0
1037,yes i sent it on your this email I D R G I C L dot services,0,1,0,0
1038,yes it actually two tee and seven thirty three total claim seventeen thousand nine eleven sir when you,0,1,0,0
1039,yes no need actually from morning i am calling i am not didin get that soft copy i need now,0,1,0,0
1040,yes sir this is the surveyor num pankaj kumar pankaj kumar yes you can OK fine is there any,1,0,0,0
1041,yes sir why it has increased the insurance should simply go down right yeah sir sir why it is increased by another three hundred,0,0,1,0
1042,yes they said ok we will call surveyor and will get it done i do service in Delhi,1,0,0,0
1043,yes yeah so you wants to renew this policy right no i want further details on the intimate,0,1,1,0
1044,yes yes yes acha yes valid up to open ok just i will give you confirmation call also,0,1,0,0
1045,"yes. And again the Pincode is Seven triple zero six nine. No, that is wrong",0,0,1,0
1046,yesterday only i have received the message and i have talk to your customer care four four seven zero tho they told that from seventeen the rate is increasing,0,1,1,0
1047,you are telling me call from the registered number and all a person have given me before can you tell me who had spoken to me before?,0,1,0,0
1048,you can renew this policy but not online you have to visit the nearest branch ok only ok they can tell you the,0,0,1,0
1049,you can update the details on that link once the link has been updated or but if I am dont want to garage if i want you guys to come in,0,1,1,0
1050,you did not buy this policy online right no no no no no you buy this policy from dealer right,1,0,0,0
1051,you guys written it wrong in the policy yes you are written it wrong in the policy my dear friend it is H R Twenty six,0,0,1,0
1052,you have policy copy you have with you Tata A I G copy I have already mailed on that day in November I have mailed everything,0,1,0,0
1053,you hello rahul this is vivek here this is regarding my car renewal a the,0,0,1,0
1054,you just have to inform with before Twenty Four hours for pre authorization OK no no no no the only.,0,1,0,0
1055,you know the rom room category. we have been waiting since morning. if you could just help me with Expedite it.,0,1,0,0
1056,you may not I may not answer before may not till till night I will be able to answer but I.,0,1,0,0
1057,you to register the claim OK we have given all the right's to register the claim but your dealer don't have.,1,1,0,0
1058,you want her to call you on this number right yeah yeah it's my father's number he will get,0,1,0,0
1059,you would have told me that call up from the registered number and I would have hang up the phone but the person has given me the wrong information.,1,1,1,0
1060,"you. So I want to speak to someone senior. If you are not allowing it, then I will have to go Legal.",0,1,0,0
1061,"your Agent. No Madam, we have not taken at all this Policy.",1,0,0,0
1062,your vehicle is covered as per i d v value yeah owner driver cover upto fifteen lakh rupees,0,0,1,0
1063,zero last ok policy I want to know motor secure plus is valuable for us ok the coverage,0,0,1,0
1064,zero nine four five three four nine ha ok thank you sir to me aapko link share kar deta hoon,0,1,0,0
